headword,pos,topic,confidence,rawTopic
dry,verb,general,0.380,home
dubiously,adverb,general,0.910,general
duck,noun,animals,1.000,animals
dude,noun,family,0.690,family
due,adjective,general,0.860,general
duel,noun,society,0.570,society
dull,adjective,general,0.850,general
dumb,adjective,feelings,0.500,feelings
dump,noun,city,0.730,city
dump,verb,general,0.640,general
duplicate,noun,general,0.740,general
duplication,noun,general,0.620,general
durable,adjective,general,0.930,general
durable,noun,general,0.800,general
duration,noun,general,1.000,general
during,preposition,general,1.000,general
dust,noun,home,0.790,home
dustbin,noun,home,0.960,home
dusty,adjective,general,0.640,general
dutiful,adjective,feelings,0.960,feelings
dutifully,adverb,general,0.670,general
duty,noun,work,0.600,work
duty-free,adjective,shopping,0.520,shopping
duvet,noun,home,1.000,home
dwarf,noun,body,0.690,body
dwarf,verb,general,0.600,general
dwarfism,noun,health,0.950,health
dye,noun,general,0.450,shopping
dynamic,adjective,general,0.950,general
dynamically,adverb,general,0.990,general
dynasty,noun,society,0.700,society
each,determiner,general,1.000,general
each,pronoun,general,1.000,general
each other,pronoun,general,0.990,general
eager,adjective,feelings,0.990,feelings
eagerly,adverb,general,0.500,general
eagerness,noun,feelings,1.000,feelings
eagle,noun,animals,1.000,animals
ear,noun,body,1.000,body
earache,noun,health,0.990,health
early,adjective,general,1.000,general
early,adverb,general,1.000,general
earn,verb,business,0.710,business
earnest,adjective,feelings,0.980,feelings
earnings,noun,business,0.960,business
earring,noun,shopping,0.980,shopping
earth,noun,nature,0.960,nature
earthquake,noun,nature,1.000,nature
ease,noun,feelings,0.600,feelings
ease,verb,general,0.840,general
easily,adverb,general,1.000,general
east,adjective,travel,0.540,travel
east,adverb,travel,0.630,travel
east,noun,travel,0.880,travel
eastern,adjective,general,0.450,city
eastward,adverb,travel,0.740,travel
easy,adjective,general,1.000,general
easygoing/easy-going,adjective,feelings,0.990,feelings
eat,verb,food,0.960,food
ebb,verb,nature,0.810,nature
eccentric,adjective,feelings,0.960,feelings
eccentric,noun,feelings,0.950,feelings
eccentrically,adverb,general,0.620,general
eccentricity,noun,feelings,0.940,feelings
echo,noun,science,0.520,science
echo,verb,communication,0.850,communication
echolocate,verb,animals,0.770,animals
echolocation,noun,general,0.450,animals
eclectic,adjective,general,0.570,general
eclectic,noun,general,0.370,arts
eclectically,adverb,general,0.830,general
eco,noun,nature,0.590,nature
ecological,adjective,nature,0.960,nature
ecologically,adverb,nature,0.880,nature
ecologist,noun,general,0.340,work
ecology,noun,science,0.730,science
economic,adjective,business,1.000,business
economical,adjective,business,0.610,business
economics,noun,business,0.920,business
economist,noun,business,0.800,business
economize/economise,verb,business,0.980,business
economy,noun,business,1.000,business
ecosystem,noun,nature,0.930,nature
ecotourism,noun,travel,0.990,travel
ecstasy,noun,feelings,1.000,feelings
ecstatic,adjective,feelings,1.000,feelings
ecstatically,adverb,feelings,0.980,feelings
edge,noun,general,0.810,general
edification,noun,education,0.950,education
edifice,noun,city,1.000,city
edify,verb,education,0.900,education
edit,noun,communication,0.760,communication
edit,verb,communication,0.870,communication
edition,noun,communication,0.580,communication
editor,noun,work,0.930,work
editorial,noun,communication,0.820,communication
educate,verb,education,1.000,education
educated,adjective,education,0.960,education
education,noun,education,1.000,education
educational,adjective,education,0.980,education
educator,noun,education,0.980,education
effect,noun,general,0.860,general
effective,adjective,general,0.990,general
effectively,adverb,general,0.990,general
effectiveness,noun,general,0.640,general
efficiency,noun,work,0.800,work
efficient,adjective,general,0.740,general
effort,noun,work,0.740,work
effortless,adjective,general,0.850,general
egalitarian,adjective,society,0.930,society
egalitarian,noun,society,0.940,society
egg,noun,food,1.000,food
ego,noun,feelings,0.970,feelings
eight,number,general,1.000,general
eighteen,number,general,1.000,general
eighty,number,general,1.000,general
either,adverb,general,1.000,general
either,conjunction,general,1.000,general
either,determiner,general,1.000,general
either,pronoun,general,1.000,general
eke out,verb,general,0.480,general
elaborate,adjective,general,0.950,general
elaborate,verb,communication,0.930,communication
elaboration,noun,communication,0.960,communication
elastic,adjective,general,0.850,general
elastic,noun,general,0.350,science
elasticity,noun,science,0.750,science
elated,adjective,feelings,1.000,feelings
elation,noun,feelings,1.000,feelings
elbow,noun,body,1.000,body
elderly,adjective,general,0.440,general
elect,verb,society,0.970,society
election,noun,society,1.000,society
elective,adjective,education,0.780,education
electric,adjective,technology,0.560,technology
electrical,adjective,technology,0.650,technology
electrician,noun,work,1.000,work
electricity,noun,science,0.820,science
electrode,noun,science,0.820,science
electron,noun,science,1.000,science
electronic,adjective,technology,1.000,technology
electronically,adverb,technology,0.800,technology
electronics,noun,technology,1.000,technology
elegance,noun,general,0.350,feelings
elegant,adjective,general,0.690,general
elegantly,adverb,general,0.950,general
element,noun,science,0.710,science
elemental,adjective,general,0.390,general
elementary,adjective,general,0.580,general
elephant,noun,animals,1.000,animals
elephantine,adjective,general,0.490,general
elevate,verb,general,0.810,general
elevation,noun,nature,0.710,nature
elevator,noun,city,0.830,city
eleven,number,general,1.000,general
eligible,adjective,general,0.740,general
eliminate,verb,general,0.980,general
elite,noun,society,0.980,society
elitist,noun,society,0.780,society
elongate,verb,general,0.510,general
eloquence,noun,communication,1.000,communication
eloquent,adjective,communication,0.980,communication
else,adverb,general,1.000,general
elsewhere,adverb,general,0.980,general
elude,verb,general,0.940,general
elusive,adjective,general,0.910,general
email,verb,communication,0.860,communication
email/e-mail/E-mail,noun,communication,0.700,communication
embark,verb,travel,0.990,travel
embarrass,verb,feelings,0.990,feelings
embarrassed,adjective,feelings,1.000,feelings
embarrassing,adjective,feelings,0.920,feelings
embarrassment,noun,feelings,1.000,feelings
embassy,noun,society,0.990,society
embed,verb,technology,0.880,technology
embodiment,noun,general,0.360,general
embody,verb,general,0.670,general
embrace,noun,body,0.540,body
emerge,verb,general,0.970,general
emergence,noun,general,0.630,general
emergency,noun,general,0.440,society
eminence,noun,society,0.850,society
eminent,adjective,general,0.730,general
emolument,noun,business,0.710,business
emotion,noun,feelings,1.000,feelings
emotional,adjective,feelings,1.000,feelings
emotionally,adverb,feelings,0.970,feelings
emperor,noun,society,0.970,society
emphasis,noun,communication,0.980,communication
emphasize/emphasize,verb,communication,0.890,communication
emphatically,adverb,general,0.720,general
empire,noun,society,0.950,society
employ,verb,work,1.000,work
employee,noun,work,1.000,work
employer,noun,work,1.000,work
employment,noun,work,1.000,work
empty,adjective,general,1.000,general
emulate,verb,general,0.850,general
emulation,noun,general,0.310,feelings
emulsification,noun,science,0.700,science
emulsifier,noun,food,0.890,food
emulsify,verb,science,0.550,science
enable,verb,general,0.970,general
enabler,noun,general,0.420,health
enclose,verb,general,0.890,general
encompass,verb,general,0.980,general
encounter,noun,general,0.630,general
encounter,verb,general,0.880,general
encourage,verb,general,0.530,general
encouragement,noun,feelings,0.920,feelings
encouraging,adjective,feelings,0.590,feelings
encumber,verb,general,0.930,general
encumbrance,noun,general,0.400,business
encyclopedia/encyclopaedia,noun,education,0.950,education
end,noun,general,0.990,general
end,verb,general,1.000,general
endanger,verb,nature,0.500,nature
endangered,adjective,nature,0.600,nature
endeavor/endeavour,noun,work,0.750,work
ending,noun,general,0.360,communication
endless,adjective,general,1.000,general
endlessly,adverb,general,1.000,general
endorse,verb,general,0.490,business
endorsement,noun,business,0.810,business
endurance,noun,feelings,0.850,feelings
endure,verb,general,0.650,general
enduring,adjective,general,0.880,general
enduringly,adverb,general,0.980,general
enemy,noun,society,0.940,society
energetic,adjective,feelings,0.570,feelings
energy,noun,science,0.560,science
enforce,verb,society,1.000,society
engage,verb,general,0.630,general
engaged,adjective,family,0.530,family
engagement,noun,family,0.920,family
engender,verb,general,0.620,general
engine,noun,travel,0.650,travel
engineer,noun,work,0.940,work
engineer,verb,technology,0.690,technology
engineering,noun,technology,0.920,technology
engross,verb,feelings,0.680,feelings
engrossing,adjective,general,0.350,general
engulf,verb,nature,0.640,nature
enhance,verb,general,0.990,general
enjoy,verb,general,0.410,feelings
enjoyable,adjective,general,0.410,feelings
enjoyment,noun,feelings,0.830,feelings
enormous,adjective,general,1.000,general
enormously,adverb,general,1.000,general
enough,adverb,general,1.000,general
enough,determiner,general,1.000,general
enough,pronoun,general,1.000,general
enrich,verb,general,0.790,general
enroll/enrol,verb,education,1.000,education
ensure,verb,general,0.990,general
enter,verb,general,0.950,general
enterprise,noun,business,0.990,business
enterprising,adjective,feelings,0.740,feelings
entertain,verb,entertainment,0.980,entertainment
entertainer,noun,entertainment,0.740,entertainment
entertaining,adjective,entertainment,0.840,entertainment
entertainment,noun,entertainment,1.000,entertainment
enthuse,verb,feelings,0.980,feelings
enthusiasm,noun,feelings,1.000,feelings
enthusiast,noun,general,0.400,entertainment
enthusiastic,adjective,feelings,0.990,feelings
enthusiastically,adverb,general,0.480,general
entire,adjective,general,1.000,general
entirely,adverb,general,1.000,general
entitle,verb,society,0.860,society
entrance,noun,city,0.630,city
entrepreneur,noun,business,0.970,business
entry,noun,general,0.580,general
envelope,noun,communication,0.970,communication
enviable,adverb,feelings,0.830,feelings
environment,noun,nature,0.980,nature
environmental,adjective,nature,0.990,nature
environmentalist,noun,nature,0.880,nature
environmentally,adverb,nature,0.850,nature
environmentally friendly,adjective,nature,0.990,nature
envisage,verb,general,0.690,general
envy,noun,feelings,1.000,feelings
envy,verb,feelings,1.000,feelings
ephemera,noun,arts,0.840,arts
ephemeral,adjective,general,0.970,general
ephemerality,noun,general,0.610,general
episode,noun,entertainment,0.930,entertainment
epoxy,noun,science,0.640,science
equable,adjective,feelings,0.720,feelings
equal,adjective,general,0.990,general
equal,noun,society,0.550,society
equal,verb,general,0.950,general
equality,noun,society,1.000,society
equally,adverb,general,1.000,general
equation,noun,science,0.980,science
equilibrium,noun,science,0.820,science
equip,verb,general,0.780,general
equipment,noun,general,0.400,general
equity,noun,business,0.920,business
era,noun,general,0.860,general
erect,adjective,body,0.790,body
error,noun,general,0.530,general
erupt,verb,nature,0.970,nature
eruption,noun,nature,0.990,nature
escalator,noun,city,0.780,city
escape,noun,general,0.570,general
escape,verb,general,0.820,general
especially,adverb,general,1.000,general
essay,noun,education,0.870,education
essayist,noun,arts,0.680,arts
essence,noun,general,0.850,general
essential,adjective,general,1.000,general
essentially,adverb,general,1.000,general
establish,verb,general,0.670,general
establishment,noun,business,0.700,business
estate,noun,business,0.820,business
estimate,noun,general,0.550,general
estimate,verb,general,0.850,general
estimated,adjective,general,0.950,general
estimation,noun,general,0.780,general
etch,verb,arts,0.980,arts
etching,noun,arts,1.000,arts
eternal,adjective,general,0.980,general
eternally,adverb,general,1.000,general
eternity,noun,general,0.720,general
ethic,noun,society,0.650,society
ethical,adjective,general,0.340,society
ethically,adverb,general,0.530,general
ethnic,adjective,society,0.740,society
ethos,noun,arts,0.620,arts
euphemism,noun,communication,1.000,communication
euphemistic,adjective,communication,0.990,communication
euphemistically,adverb,communication,0.940,communication
